date,price,currency,airline,stops,duration_min,departure,arrival,origin,destination,scraped_at,source
260330,100.0,EUR,Vueling Airlines,0,110,2026-03-30T12:30:00,2026-03-30T15:20:00,CMN,MAD,2026-03-13T16:20:42.733825,unified-search
260330,120.97,EUR,Iberia,0,105,2026-03-30T09:50:00,2026-03-30T12:35:00,CMN,MAD,2026-03-13T16:20:42.733825,unified-search
260330,224.99,EUR,Royal Air Maroc,0,110,2026-03-30T12:30:00,2026-03-30T15:20:00,CMN,MAD,2026-03-13T16:20:42.733825,unified-search
260330,120.97,EUR,Iberia,0,105,2026-03-30T16:25:00,2026-03-30T19:10:00,CMN,MAD,2026-03-13T16:20:42.733825,unified-search
260330,173.0,EUR,Royal Air Maroc,0,105,2026-03-30T17:55:00,2026-03-30T20:40:00,CMN,MAD,2026-03-13T16:20:42.733825,unified-search
260331,56.97,EUR,Air Arabia Maroc,0,100,2026-03-31T18:45:00,2026-03-31T21:25:00,CMN,MAD,2026-03-13T16:20:57.541106,unified-search
260331,93.99,EUR,Royal Air Maroc,0,105,2026-03-31T09:50:00,2026-03-31T12:35:00,CMN,MAD,2026-03-13T16:20:57.541106,unified-search
260331,116.99,EUR,Royal Air Maroc,0,105,2026-03-31T16:25:00,2026-03-31T19:10:00,CMN,MAD,2026-03-13T16:20:57.541106,unified-search
260331,120.97,EUR,Iberia,0,105,2026-03-31T09:50:00,2026-03-31T12:35:00,CMN,MAD,2026-03-13T16:20:57.541106,unified-search
260331,120.97,EUR,Iberia,0,105,2026-03-31T16:25:00,2026-03-31T19:10:00,CMN,MAD,2026-03-13T16:20:57.541106,unified-search
260331,310.97,EUR,Iberia,0,110,2026-03-31T12:30:00,2026-03-31T15:20:00,CMN,MAD,2026-03-13T16:20:57.541106,unified-search
260331,442.0,EUR,Royal Air Maroc,0,110,2026-03-31T12:30:00,2026-03-31T15:20:00,CMN,MAD,2026-03-13T16:20:57.541106,unified-search
260331,334.0,EUR,Vueling Airlines,0,110,2026-03-31T12:30:00,2026-03-31T15:20:00,CMN,MAD,2026-03-13T16:20:57.541106,unified-search
260331,1729.97,EUR,Qatar Airways,0,110,2026-03-31T12:30:00,2026-03-31T15:20:00,CMN,MAD,2026-03-13T16:20:57.541106,unified-search
260331,137.86,EUR,Air Arabia Maroc,1,265,2026-03-31T14:40:00,2026-03-31T20:05:00,CMN,MAD,2026-03-13T16:20:57.541106,unified-search
260401,50.0,EUR,Air Arabia Maroc,0,100,2026-04-01T15:05:00,2026-04-01T17:45:00,CMN,MAD,2026-03-13T16:21:06.502917,unified-search
260401,116.0,EUR,Royal Air Maroc,0,105,2026-04-01T09:50:00,2026-04-01T12:35:00,CMN,MAD,2026-03-13T16:21:06.502917,unified-search
260401,142.97,EUR,Iberia,0,105,2026-04-01T17:55:00,2026-04-01T20:40:00,CMN,MAD,2026-03-13T16:21:06.502917,unified-search
260401,162.0,EUR,Iberia,0,105,2026-04-01T09:50:00,2026-04-01T12:35:00,CMN,MAD,2026-03-13T16:21:06.502917,unified-search
260401,187.27,EUR,Iberia,0,110,2026-04-01T12:30:00,2026-04-01T15:20:00,CMN,MAD,2026-03-13T16:21:06.502917,unified-search
260401,154.0,EUR,Vueling Airlines,0,105,2026-04-01T17:55:00,2026-04-01T20:40:00,CMN,MAD,2026-03-13T16:21:06.502917,unified-search
260401,340.0,EUR,Royal Air Maroc,0,110,2026-04-01T12:30:00,2026-04-01T15:20:00,CMN,MAD,2026-03-13T16:21:06.502917,unified-search
260401,283.0,EUR,Royal Air Maroc,0,105,2026-04-01T17:55:00,2026-04-01T20:40:00,CMN,MAD,2026-03-13T16:21:06.502917,unified-search
260401,290.0,EUR,Royal Air Maroc,0,105,2026-04-01T16:25:00,2026-04-01T19:10:00,CMN,MAD,2026-03-13T16:21:06.502917,unified-search
260401,254.0,EUR,Vueling Airlines,0,110,2026-04-01T12:30:00,2026-04-01T15:20:00,CMN,MAD,2026-03-13T16:21:06.502917,unified-search
260402,71.97,EUR,Air Arabia Maroc,0,100,2026-04-02T13:10:00,2026-04-02T15:50:00,CMN,MAD,2026-03-13T16:21:15.146298,unified-search
260402,145.99,EUR,Royal Air Maroc,0,105,2026-04-02T16:25:00,2026-04-02T19:10:00,CMN,MAD,2026-03-13T16:21:15.146298,unified-search
260402,98.97,EUR,Iberia,0,110,2026-04-02T12:30:00,2026-04-02T15:20:00,CMN,MAD,2026-03-13T16:21:15.146298,unified-search
260402,146.99,EUR,Royal Air Maroc,0,105,2026-04-02T09:50:00,2026-04-02T12:35:00,CMN,MAD,2026-03-13T16:21:15.146298,unified-search
260402,141.97,EUR,Iberia,0,105,2026-04-02T16:25:00,2026-04-02T19:10:00,CMN,MAD,2026-03-13T16:21:15.146298,unified-search
260402,158.97,EUR,Iberia,0,105,2026-04-02T09:50:00,2026-04-02T12:35:00,CMN,MAD,2026-03-13T16:21:15.146298,unified-search
260402,100.37,EUR,Vueling Airlines,0,110,2026-04-02T12:30:00,2026-04-02T15:20:00,CMN,MAD,2026-03-13T16:21:15.146298,unified-search
260402,252.0,EUR,Royal Air Maroc,0,110,2026-04-02T12:30:00,2026-04-02T15:20:00,CMN,MAD,2026-03-13T16:21:15.146298,unified-search
260402,724.97,EUR,Qatar Airways,0,110,2026-04-02T12:30:00,2026-04-02T15:20:00,CMN,MAD,2026-03-13T16:21:15.146298,unified-search
260402,135.99,EUR,TAP Air Portugal,1,370,2026-04-02T17:10:00,2026-04-03T00:20:00,CMN,MAD,2026-03-13T16:21:15.146298,unified-search
260403,177.81,EUR,Iberia,0,105,2026-04-03T17:55:00,2026-04-03T20:40:00,CMN,MAD,2026-03-13T16:21:25.535646,unified-search
260403,181.97,EUR,Iberia,0,110,2026-04-03T12:30:00,2026-04-03T15:20:00,CMN,MAD,2026-03-13T16:21:25.535646,unified-search
260403,185.0,EUR,Vueling Airlines,0,110,2026-04-03T12:30:00,2026-04-03T15:20:00,CMN,MAD,2026-03-13T16:21:25.535646,unified-search
260403,223.99,EUR,Royal Air Maroc,0,105,2026-04-03T09:50:00,2026-04-03T12:35:00,CMN,MAD,2026-03-13T16:21:25.535646,unified-search
260403,215.97,EUR,Iberia,0,105,2026-04-03T09:50:00,2026-04-03T12:35:00,CMN,MAD,2026-03-13T16:21:25.535646,unified-search
260403,280.0,EUR,Royal Air Maroc,0,105,2026-04-03T16:25:00,2026-04-03T19:10:00,CMN,MAD,2026-03-13T16:21:25.535646,unified-search
260403,218.0,EUR,Vueling Airlines,0,105,2026-04-03T17:55:00,2026-04-03T20:40:00,CMN,MAD,2026-03-13T16:21:25.535646,unified-search
260403,331.53,EUR,Royal Air Maroc,0,110,2026-04-03T12:30:00,2026-04-03T15:20:00,CMN,MAD,2026-03-13T16:21:25.535646,unified-search
260403,328.64,EUR,Royal Air Maroc,0,105,2026-04-03T17:55:00,2026-04-03T20:40:00,CMN,MAD,2026-03-13T16:21:25.535646,unified-search
260403,353.97,EUR,Iberia,0,105,2026-04-03T16:25:00,2026-04-03T19:10:00,CMN,MAD,2026-03-13T16:21:25.535646,unified-search
260404,299.0,EUR,Royal Air Maroc,0,105,2026-04-04T09:50:00,2026-04-04T12:35:00,CMN,MAD,2026-03-13T16:21:35.808896,unified-search
260404,320.0,EUR,Royal Air Maroc,0,105,2026-04-04T16:25:00,2026-04-04T19:10:00,CMN,MAD,2026-03-13T16:21:35.808896,unified-search
260404,318.79,EUR,Air Arabia Maroc,0,100,2026-04-04T13:10:00,2026-04-04T15:50:00,CMN,MAD,2026-03-13T16:21:35.808896,unified-search
260404,358.5,EUR,Iberia,0,105,2026-04-04T09:50:00,2026-04-04T12:35:00,CMN,MAD,2026-03-13T16:21:35.808896,unified-search
260404,404.27,EUR,Iberia,0,105,2026-04-04T16:25:00,2026-04-04T19:10:00,CMN,MAD,2026-03-13T16:21:35.808896,unified-search
260404,489.99,EUR,Iberia,0,110,2026-04-04T12:30:00,2026-04-04T15:20:00,CMN,MAD,2026-03-13T16:21:35.808896,unified-search
260404,247.99,EUR,TAP Air Portugal,1,270,2026-04-04T11:30:00,2026-04-04T17:00:00,CMN,MAD,2026-03-13T16:21:35.808896,unified-search
260404,230.0,EUR,Royal Air Maroc,1,275,2026-04-04T16:35:00,2026-04-04T22:10:00,CMN,MAD,2026-03-13T16:21:35.808896,unified-search
260404,277.99,EUR,Royal Air Maroc,1,245,2026-04-04T17:15:00,2026-04-04T22:20:00,CMN,MAD,2026-03-13T16:21:35.808896,unified-search
260404,210.0,EUR,TAP Air Portugal,2,580,2026-04-04T11:30:00,2026-04-04T22:10:00,CMN,MAD,2026-03-13T16:21:35.808896,unified-search
260405,320.0,EUR,Royal Air Maroc,0,105,2026-04-05T09:50:00,2026-04-05T12:35:00,CMN,MAD,2026-03-13T16:21:44.499196,unified-search
260405,489.0,EUR,Royal Air Maroc,0,105,2026-04-05T16:25:00,2026-04-05T19:10:00,CMN,MAD,2026-03-13T16:21:44.499196,unified-search
260405,232.99,EUR,Air Arabia Maroc,1,245,2026-04-05T13:10:00,2026-04-05T18:15:00,CMN,MAD,2026-03-13T16:21:44.499196,unified-search
260405,480.0,EUR,Iberia,0,110,2026-04-05T12:30:00,2026-04-05T15:20:00,CMN,MAD,2026-03-13T16:21:44.499196,unified-search
260405,489.99,EUR,Iberia,0,105,2026-04-05T17:55:00,2026-04-05T20:40:00,CMN,MAD,2026-03-13T16:21:44.499196,unified-search
260405,440.97,EUR,Iberia,0,105,2026-04-05T09:50:00,2026-04-05T12:35:00,CMN,MAD,2026-03-13T16:21:44.499196,unified-search
260405,215.0,EUR,Royal Air Maroc,1,680,2026-04-05T09:30:00,2026-04-05T21:50:00,CMN,MAD,2026-03-13T16:21:44.499196,unified-search
260405,378.99,EUR,Royal Air Maroc,1,245,2026-04-05T17:15:00,2026-04-05T22:20:00,CMN,MAD,2026-03-13T16:21:44.499196,unified-search
260405,389.72,EUR,Air Arabia Maroc,1,285,2026-04-05T13:10:00,2026-04-05T18:55:00,CMN,MAD,2026-03-13T16:21:44.499196,unified-search
260405,244.0,EUR,Royal Air Maroc,1,535,2026-04-05T23:10:00,2026-04-06T09:05:00,CMN,MAD,2026-03-13T16:21:44.499196,unified-search
260406,299.0,EUR,Royal Air Maroc,0,105,2026-04-06T09:50:00,2026-04-06T12:35:00,CMN,MAD,2026-03-13T16:21:54.709463,unified-search
260406,367.0,EUR,Iberia,0,105,2026-04-06T17:55:00,2026-04-06T20:40:00,CMN,MAD,2026-03-13T16:21:54.709463,unified-search
260406,366.85,EUR,Iberia,0,110,2026-04-06T12:30:00,2026-04-06T15:20:00,CMN,MAD,2026-03-13T16:21:54.709463,unified-search
260406,384.0,EUR,Vueling Airlines,0,105,2026-04-06T17:55:00,2026-04-06T20:40:00,CMN,MAD,2026-03-13T16:21:54.709463,unified-search
260406,384.0,EUR,Vueling Airlines,0,110,2026-04-06T12:30:00,2026-04-06T15:20:00,CMN,MAD,2026-03-13T16:21:54.709463,unified-search
260406,500.0,EUR,Royal Air Maroc,0,105,2026-04-06T16:25:00,2026-04-06T19:10:00,CMN,MAD,2026-03-13T16:21:54.709463,unified-search
260406,353.66,EUR,Iberia,0,105,2026-04-06T09:50:00,2026-04-06T12:35:00,CMN,MAD,2026-03-13T16:21:54.709463,unified-search
260406,492.23,EUR,Royal Air Maroc,0,105,2026-04-06T17:55:00,2026-04-06T20:40:00,CMN,MAD,2026-03-13T16:21:54.709463,unified-search
260406,143.0,EUR,Royal Air Maroc,2,780,2026-04-06T16:20:00,2026-04-07T06:20:00,CMN,MAD,2026-03-13T16:21:54.709463,unified-search
260406,149.0,EUR,Royal Air Maroc,2,780,2026-04-06T16:20:00,2026-04-07T06:20:00,CMN,MAD,2026-03-13T16:21:54.709463,unified-search
260407,145.97,EUR,Air Arabia Maroc,0,100,2026-04-07T18:45:00,2026-04-07T21:25:00,CMN,MAD,2026-03-13T16:22:02.951861,unified-search
260407,199.0,EUR,Royal Air Maroc,0,105,2026-04-07T09:50:00,2026-04-07T12:35:00,CMN,MAD,2026-03-13T16:22:02.951861,unified-search
260407,280.0,EUR,Royal Air Maroc,0,105,2026-04-07T16:25:00,2026-04-07T19:10:00,CMN,MAD,2026-03-13T16:22:02.951861,unified-search
260407,265.0,EUR,Iberia,0,105,2026-04-07T09:50:00,2026-04-07T12:35:00,CMN,MAD,2026-03-13T16:22:02.951861,unified-search
260407,306.97,EUR,Iberia,0,110,2026-04-07T12:30:00,2026-04-07T15:20:00,CMN,MAD,2026-03-13T16:22:02.951861,unified-search
260407,334.0,EUR,Vueling Airlines,0,110,2026-04-07T12:30:00,2026-04-07T15:20:00,CMN,MAD,2026-03-13T16:22:02.951861,unified-search
260407,446.97,EUR,Royal Air Maroc,0,110,2026-04-07T12:30:00,2026-04-07T15:20:00,CMN,MAD,2026-03-13T16:22:02.951861,unified-search
260407,313.0,EUR,Iberia,0,105,2026-04-07T16:25:00,2026-04-07T19:10:00,CMN,MAD,2026-03-13T16:22:02.951861,unified-search
260407,130.99,EUR,Air Arabia Maroc,1,265,2026-04-07T14:40:00,2026-04-07T20:05:00,CMN,MAD,2026-03-13T16:22:02.951861,unified-search
260407,118.0,EUR,Royal Air Maroc,1,605,2026-04-07T09:55:00,2026-04-07T21:00:00,CMN,MAD,2026-03-13T16:22:02.951861,unified-search
260408,70.97,EUR,Air Arabia Maroc,0,100,2026-04-08T15:05:00,2026-04-08T17:45:00,CMN,MAD,2026-03-13T16:22:15.628322,unified-search
260408,112.97,EUR,Iberia,0,105,2026-04-08T17:55:00,2026-04-08T20:40:00,CMN,MAD,2026-03-13T16:22:15.628322,unified-search
260408,198.1,EUR,Iberia,0,110,2026-04-08T12:30:00,2026-04-08T15:20:00,CMN,MAD,2026-03-13T16:22:15.628322,unified-search
260408,124.0,EUR,Vueling Airlines,0,105,2026-04-08T17:55:00,2026-04-08T20:40:00,CMN,MAD,2026-03-13T16:22:15.628322,unified-search
260408,320.0,EUR,Royal Air Maroc,0,105,2026-04-08T09:50:00,2026-04-08T12:35:00,CMN,MAD,2026-03-13T16:22:15.628322,unified-search
260408,218.0,EUR,Vueling Airlines,0,110,2026-04-08T12:30:00,2026-04-08T15:20:00,CMN,MAD,2026-03-13T16:22:15.628322,unified-search
260408,347.54,EUR,Royal Air Maroc,0,110,2026-04-08T12:30:00,2026-04-08T15:20:00,CMN,MAD,2026-03-13T16:22:15.628322,unified-search
260408,250.53,EUR,Royal Air Maroc,0,105,2026-04-08T17:55:00,2026-04-08T20:40:00,CMN,MAD,2026-03-13T16:22:15.628322,unified-search
260408,299.0,EUR,Royal Air Maroc,0,105,2026-04-08T16:25:00,2026-04-08T19:10:00,CMN,MAD,2026-03-13T16:22:15.628322,unified-search
260408,575.99,EUR,Iberia,0,105,2026-04-08T09:50:00,2026-04-08T12:35:00,CMN,MAD,2026-03-13T16:22:15.628322,unified-search
260409,54.99,EUR,Air Arabia Maroc,0,100,2026-04-09T13:10:00,2026-04-09T15:50:00,CMN,MAD,2026-03-13T16:22:27.760959,unified-search
260409,98.97,EUR,Iberia,0,110,2026-04-09T12:30:00,2026-04-09T15:20:00,CMN,MAD,2026-03-13T16:22:27.760959,unified-search
260409,199.0,EUR,Royal Air Maroc,0,105,2026-04-09T16:25:00,2026-04-09T19:10:00,CMN,MAD,2026-03-13T16:22:27.760959,unified-search
260409,188.0,EUR,Iberia,0,105,2026-04-09T16:25:00,2026-04-09T19:10:00,CMN,MAD,2026-03-13T16:22:27.760959,unified-search
260409,252.0,EUR,Royal Air Maroc,0,105,2026-04-09T09:50:00,2026-04-09T12:35:00,CMN,MAD,2026-03-13T16:22:27.760959,unified-search
260409,102.0,EUR,Vueling Airlines,0,110,2026-04-09T12:30:00,2026-04-09T15:20:00,CMN,MAD,2026-03-13T16:22:27.760959,unified-search
260409,221.99,EUR,Royal Air Maroc,0,110,2026-04-09T12:30:00,2026-04-09T15:20:00,CMN,MAD,2026-03-13T16:22:27.760959,unified-search
260409,265.0,EUR,Iberia,0,105,2026-04-09T09:50:00,2026-04-09T12:35:00,CMN,MAD,2026-03-13T16:22:27.760959,unified-search
260409,110.0,EUR,Royal Air Maroc,1,245,2026-04-09T17:15:00,2026-04-09T22:20:00,CMN,MAD,2026-03-13T16:22:27.760959,unified-search
260409,133.99,EUR,TAP Air Portugal,1,370,2026-04-09T17:10:00,2026-04-10T00:20:00,CMN,MAD,2026-03-13T16:22:27.760959,unified-search
260410,92.97,EUR,Iberia,0,105,2026-04-10T17:55:00,2026-04-10T20:40:00,CMN,MAD,2026-03-13T16:22:38.439347,unified-search
260410,179.97,EUR,Iberia,0,110,2026-04-10T12:30:00,2026-04-10T15:20:00,CMN,MAD,2026-03-13T16:22:38.439347,unified-search
260410,102.0,EUR,Vueling Airlines,0,105,2026-04-10T17:55:00,2026-04-10T20:40:00,CMN,MAD,2026-03-13T16:22:38.439347,unified-search
260410,252.0,EUR,Royal Air Maroc,0,105,2026-04-10T09:50:00,2026-04-10T12:35:00,CMN,MAD,2026-03-13T16:22:38.439347,unified-search
260410,185.0,EUR,Vueling Airlines,0,110,2026-04-10T12:30:00,2026-04-10T15:20:00,CMN,MAD,2026-03-13T16:22:38.439347,unified-search
260410,313.0,EUR,Royal Air Maroc,0,110,2026-04-10T12:30:00,2026-04-10T15:20:00,CMN,MAD,2026-03-13T16:22:38.439347,unified-search
260410,298.97,EUR,Iberia,0,105,2026-04-10T09:50:00,2026-04-10T12:35:00,CMN,MAD,2026-03-13T16:22:38.439347,unified-search
260410,252.0,EUR,Royal Air Maroc,0,105,2026-04-10T16:25:00,2026-04-10T19:10:00,CMN,MAD,2026-03-13T16:22:38.439347,unified-search
260410,221.99,EUR,Royal Air Maroc,0,105,2026-04-10T17:55:00,2026-04-10T20:40:00,CMN,MAD,2026-03-13T16:22:38.439347,unified-search
260410,352.97,EUR,Iberia,0,105,2026-04-10T16:25:00,2026-04-10T19:10:00,CMN,MAD,2026-03-13T16:22:38.439347,unified-search
260411,78.99,EUR,Air Arabia Maroc,0,100,2026-04-11T13:10:00,2026-04-11T15:50:00,CMN,MAD,2026-03-13T16:22:48.199302,unified-search
260411,109.97,EUR,Iberia,0,110,2026-04-11T12:30:00,2026-04-11T15:20:00,CMN,MAD,2026-03-13T16:22:48.199302,unified-search
260411,144.99,EUR,Royal Air Maroc,0,105,2026-04-11T09:50:00,2026-04-11T12:35:00,CMN,MAD,2026-03-13T16:22:48.199302,unified-search
260411,135.97,EUR,Iberia,0,105,2026-04-11T09:50:00,2026-04-11T12:35:00,CMN,MAD,2026-03-13T16:22:48.199302,unified-search
260411,197.99,EUR,Royal Air Maroc,0,105,2026-04-11T16:25:00,2026-04-11T19:10:00,CMN,MAD,2026-03-13T16:22:48.199302,unified-search
260411,178.97,EUR,Iberia,0,105,2026-04-11T16:25:00,2026-04-11T19:10:00,CMN,MAD,2026-03-13T16:22:48.199302,unified-search
260411,124.0,EUR,Vueling Airlines,0,110,2026-04-11T12:30:00,2026-04-11T15:20:00,CMN,MAD,2026-03-13T16:22:48.199302,unified-search
260411,253.0,EUR,Royal Air Maroc,0,110,2026-04-11T12:30:00,2026-04-11T15:20:00,CMN,MAD,2026-03-13T16:22:48.199302,unified-search
260411,152.0,EUR,Royal Air Maroc,1,280,2026-04-11T17:15:00,2026-04-11T22:55:00,CMN,MAD,2026-03-13T16:22:48.199302,unified-search
260411,208.0,EUR,Iberia,1,280,2026-04-11T17:15:00,2026-04-11T22:55:00,CMN,MAD,2026-03-13T16:22:48.199302,unified-search
